ProductId;Prompt;output_gpt-4;model_gpt-4
220700;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Abschirmung: Vollabschirmung
American Wire Gauge (AWG): 30
Anschluss A: DisplayPort
Anschluss B: DisplayPort
Art: Kabel
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Farbe Anschlüsse: Schwarz
Genaue Materialbezeichnung: Kupfer
Gewicht: 0.5 Kilogramm (kg) Kilogramm
HDMI Version: 1.1
Innenleiter Material: Kupfer
Kabel Anwendung: DisplayPort
Kabel Bauform: Vollisolierung
Kabel Verbindung: Anschluss (M/M)
Kabel Version: DisplayPort 1.1
Kabelfarbe: Schwarz
Länge: 5 Meter (m) Meter
Max. Videoauflösung: 1920 x 1080 Pixel
Max. Videoauflösung Standard: Full HD
Maximale Bildqualität: 1080p
Steckerform: Beidseitig gewinkelt
Tiefe: 5 Meter (m) Meter
Ursprungsland: China
Ursprungsland: Deutschland
Video Kabeltyp: DisplayPort Kabel
Video Kabeltyp: DisplayPort";Das 5 Meter lange DisplayPort Kabel mit voller Abschirmung und Kupfer-Innenleiter ermöglicht eine maximale Videoauflösung von 1920 x 1080 Pixel (Full HD). Es verfügt über beidseitig gewinkelte Stecker und ist mit der HDMI Version 1.1 kompatibel. Das Kabel ist schwarz und wiegt 0,5 Kilogramm.;gpt-4
223540;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

American Wire Gauge (AWG): 26
Anschluss A: RJ45
Anschluss B: RJ45
Anzahl Fasern: 8 Anzahl (x) Anzahl
Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Breite: 2 Millimeter (mm) Millimeter
Genaue Materialbezeichnung: Aluminiumfolie mit verzinntem Kupfergeflecht
Gewicht: 0.081 Kilogramm (kg) Kilogramm
Impedanz: 100 Ohm
Kabel Anwendung: RJ45
Kabel Bauform: 100 Ohm
Kabel Kategorie: CAT5e
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Schwarz
Kontaktbelegung: ungekreuzt (straight)
Lieferumfang: 1 Stück
Länge: 2 Meter (m) Meter
Material Isolation: Aluminium
Material Isolation: Kupfergeflecht
Material Isolation: Aluminiumfolie
Patchkabel Merkmale: Halogenfrei
Patchkabeltyp: Kupferkabel
Schirmung: S/FTP
Steckerform: Gerade";Dieses 2 Meter lange CAT5e Patchkabel verfügt über einen RJ45-Anschluss an beiden Enden und eine Schirmung aus Aluminiumfolie mit verzinntem Kupfergeflecht. Es hat eine Impedanz von 100 Ohm, eine AWG-Größe von 26 und Kabelfarbe ist Schwarz. Das Kabel ist ungekreuzt und halogenfrei und wiegt 0,081 Kilogramm.;gpt-4
226180;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Artikel pro Verkaufseinheit: 2 Stück (Stk.) Stück
Batterie / Akku: Akku
Batterie Kapazität: 8500 Milliamperestunde (mAh) Milliamperestunde
Batterie- / Akkutyp: NiMH
Batteriebaugrösse: D / LR20 / Mono / R20
Batteriekategorie: Gerätebatterien
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Durchmesser: 33 Millimeter (mm) Millimeter
Gewicht: 292 Gramm (g) Gramm
Haltbarkeit: 1 Jahr (Jahre) Jahr
Höhe: 61 Millimeter (mm) Millimeter
Spannung: 1.2 Volt (V) Volt
UN-Nummer: 3496
Ursprungsland: China
Wiederaufladbar: Ja";Dieses Produkt enthält zwei wiederaufladbare NiMH-Batterien mit einer Kapazität von 8500 mAh und einer Spannung von 1,2 Volt. Die Batterien haben die Baugröße D und messen 33 mm im Durchmesser und 61 mm in der Höhe. Sie haben ein Gewicht von 292 Gramm und eine Haltbarkeit von einem Jahr.;gpt-4
230800;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Backup-Kassettentyp: LTO-3 Ultrium
Banddicke: 8 Mikrometer (µm) Mikrometer
Bandlänge: 2231 Fuss (ft) Fuss
Breite: 105 Millimeter (mm) Millimeter
Datenspeicher Schnittstelle: SCSI LVD
Gewicht: 210 Gramm (g) Gramm
Höhe: 21.6 Millimeter (mm) Millimeter
Koerzitivfeldstärke: 2530 Oersted (Oe) Oersted
Länge: 102 Millimeter (mm) Millimeter
Max. Betriebstemperatur: 113 Grad Celsius (°C) Grad Celsius
Speicher Formfaktor: 5.25""
Speicherkapazität: 400 Gigabyte (GB) Gigabyte
Speicherkapazität (komprimiert): 800 Gigabyte (GB) Gigabyte";Dieses Produkt ist ein LTO-3 Ultrium Backup-Kassettenband mit einer Speicherkapazität von 400 GB, die auf 800 GB komprimiert werden kann. Es verfügt über eine SCSI LVD Datenspeicherschnittstelle und eine Bandlänge von 2231 Fuß. Die Abmessungen betragen 105 mm in der Breite, 21.6 mm in der Höhe und 102 mm in der Länge bei einem Gewicht von 210 Gramm.;gpt-4
234280;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Breite: 90 Millimeter (mm) Millimeter
Farbgruppe: Silber
Farbgruppe: Schwarz
Farbgruppe: Braun
Geeignete Anzahl Messer: 11 -teilig (-teilig) -teilig
Genaue Farbbezeichnung: Silber
Genaue Farbbezeichnung: Braun
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Modifiziertes Ahornholz
Genaue Materialbezeichnung: Edelstahl
Holzart: Buche
Holzherkunft: Schweiz
Höhe: 90 Millimeter (mm) Millimeter
Länge: 351 Millimeter (mm) Millimeter
Materialgruppe: Metall
Materialgruppe: Holz
Messerblocktyp: Messerblockset
Ursprungsland: Schweiz";Dieses 11-teilige Messerblockset ist aus modifiziertem Ahornholz und Edelstahl gefertigt und in den Farben Silber, Schwarz und Braun erhältlich. Mit einer Breite von 90mm, Höhe von 90mm und Länge von 351mm stammt das verwendete Buchenholz aus der Schweiz. Der Messerblock wurde ebenfalls in der Schweiz hergestellt.;gpt-4
235640;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Abfallsacktyp: Universal-Müllsack
Artikel pro Verkaufseinheit: 10 Stück (Stück) Stück
Farbgruppe: Schwarz
Genaue Materialbezeichnung: Kunststoff
Materialgruppe: Kunststoff
Volumen: 60 Liter (l) Liter";Der Universal-Müllsack ist ein schwarzer Kunststoffbeutel, der in Verpackungen mit 10 Stück geliefert wird. Jeder Sack hat ein Fassungsvermögen von 60 Litern. Das Material ist robust und reißfest, ideal für den allgemeinen Gebrauch.;gpt-4
236020;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Breite: 27 Zentimeter (cm) Zentimeter
Brotaufbewahrungstyp: Brotkasten
Farbgruppe: Silber
Genaue Farbbezeichnung: Brilliant Steel
Genaue Materialbezeichnung: Edelstahl
Höhe: 17.3 Zentimeter (cm) Zentimeter
Länge: 45 Zentimeter (cm) Zentimeter
Materialgruppe: Metall
Ursprungsland: China";Dieser Brotkasten hat die Maße 45 x 27 x 17,3 cm und besteht aus robustem Edelstahl in der Farbe Brilliant Steel. Die silberfarbene Brotaufbewahrung ist aus der Materialgruppe Metall und stammt ursprünglich aus China. Mit seiner breiten und langen Form bietet er reichlich Platz für verschiedene Brotarten.;gpt-4
236480;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Beschichtung: Unbeschichtet
Bodendurchmesser: 28 Zentimeter (cm) Zentimeter
Breite: 28 Zentimeter (cm) Zentimeter
Durchmesser Öffnung: 28 Zentimeter (cm) Zentimeter
Farbgruppe: Silber
Gebrauchs- & Pflegehinweise: Spülmaschinenfest
Gebrauchs- & Pflegehinweise: Ofentauglich
Genaue Farbbezeichnung: Silber
Gewicht: 1680 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 6 Zentimeter (cm) Zentimeter
Kochgeschirr Merkmale: Induktionstauglich
Kochgeschirrtyp: Bratpfanne
Lieferumfang: 1x Stielpfanne Ø 28 cm
Länge: 28 Zentimeter (cm) Zentimeter
Material Griff: Edelstahl
Material Pfanne: Edelstahl
Max. Temperaturbeständigkeit: 250 Grad Celsius (°C) Grad Celsius
Set-Inhalt: 1 Stück (Stück) Stück
Ursprungsland: Deutschland
Volumen: 0.01331325 Kubikmeter (m3) Kubikmeter";Diese Bratpfanne aus Edelstahl mit einem Durchmesser von 28 cm ist für Induktionsherde geeignet und bis zu 250 Grad Celsius hitzebeständig. Sie ist spülmaschinenfest, ofentauglich und hat einen ebenfalls aus Edelstahl gefertigten Griff. Hergestellt in Deutschland, wiegt sie 1680 Gramm und ist 6 cm hoch.;gpt-4
239420;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Artikel pro Verkaufseinheit: 50 Anzahl (x) Anzahl
Farbgruppe: Weiss
Genaue Farbbezeichnung: Weiss
Genaue Materialbezeichnung: Papier
Herstellerengagement: SBTi
Materialgruppe: Papier
Optimiert für: Tintenstrahldrucker
Papierbeschaffenheit: Matt
Papierformat: A3
Papiergewicht: 189 Gramm pro Quadratmeter (g/m²) Gramm pro Quadratmeter
Papiersorte: Fotopapier
Ursprungsland: Japan
Weissgrad CIE: 104";Dieses A3 Fotopapier mit einem Gewicht von 189 g/m² aus Japan ist speziell für Tintenstrahldrucker optimiert und hat eine matte Beschaffenheit. Es kommt in der Farbe Weiß mit einem Weißgrad CIE von 104 und ist Teil des SBTi-Herstellerengagements. Jede Verkaufseinheit enthält 50 Blätter.;gpt-4
242680;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Anschluss A: DB-9
Anschluss B: DB-9
Kabel Verbindung: Anschluss (M/M)
Kabelfarbe: Silber
Kabeltyp: Mini DIN
Länge: 85 Millimeter (mm) Millimeter
Menge pro Packung: 1 Stück (Stück) Stück";Dieses Produkt ist ein Mini DIN-Kabel mit einer Länge von 85 Millimetern, das einen DB-9 Anschluss A und einen DB-9 Anschluss B hat. Es handelt sich um eine M/M-Verbindung und das Kabel ist in der Farbe Silber gehalten. In jeder Packung ist ein Stück enthalten.;gpt-4
243500;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Farbgruppe: Grau
Genaue Farbbezeichnung: Schwarz
Genaue Materialbezeichnung: Kunstfaser
Gewicht: 81.6 Gramm (g) Gramm
Herstellerengagement: SBTi
Kamerataschetyp: Objektivtasche
Kompatible Bauform: Objektiv
Materialgruppe: Kunststoff
Passende Marke: Canon
Passendes Modell: Universal";Diese Objektivtasche von Canon, hergestellt aus robustem Kunststoff, wiegt nur 81,6 Gramm und ist daher leicht und tragbar. Sie passt universell zu allen Canon-Objektiven und bietet optimalen Schutz durch ihr Material aus Kunstfasern. Das Herstellerengagement SBTi steht für nachhaltige und umweltfreundliche Produktion.;gpt-4
245840;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Anzahl Ports: 1 Anzahl (x) Anzahl
Ausgangsstrom: 0.7 Ampere (A) Ampere
Breite: 19.57 Millimeter (mm) Millimeter
Farbgruppe: Schwarz
Genaue Farbbezeichnung: Schwarz
Gewicht: 102 Gramm (g) Gramm
Herstellerengagement: RE100
Höhe: 65.73 Millimeter (mm) Millimeter
Ladegerättyp: USB Ladegerät
Lieferumfang: USB-Ladekabel - integriert
Länge: 38.97 Millimeter (mm) Millimeter
Ursprungsland: Deutschland
Vorhandene Anschlüsse: Micro USB (1x)";Dieses USB Ladegerät mit integriertem Ladekabel aus Deutschland verfügt über einen Ausgangsstrom von 0,7 Ampere und einen Micro USB-Anschluss. Mit einer Breite von 19,57 mm, einer Länge von 38,97 mm und einer Höhe von 65,73 mm ist es kompakt und wiegt lediglich 102 Gramm. Das Gerät ist in Schwarz erhältlich und entspricht dem RE100-Engagement des Herstellers.;gpt-4
246660;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Akkukapazität: 1120 Milliamperestunde (mAh) Milliamperestunde
Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Ausgangsspannung: 7.4V
Batterie / Akku: Akku
Batterie- / Akkutyp: Li-Ion
Batteriebaugrösse: Gerätespezifisch
Batteriekategorie: Gerätebatterien
Breite: 7 Zentimeter (cm) Zentimeter
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Eingangsspannung: 7.4 V
Farbgruppe: Grau
Genaue Farbbezeichnung: Grau/Silber
Gewicht: 50 Gramm (g) Gramm
Herstellerengagement: SBTi
Höhe: 2 Zentimeter (cm) Zentimeter
Kamera Stromversorgungtyp: Akku
Leistungskapazität: 8.1 Wattstunde (Wh) Wattstunde
Lieferumfang: LP-E8 Akku
Länge: 18 Zentimeter (cm) Zentimeter
Passende Marke: Canon
Passendes Modell: 700D
Passendes Modell: 650D
Passendes Modell: Rebel T4i
Passendes Modell: EOS 550D
Passendes Modell: Rebel T5i
Passendes Modell: 600d
Spannung: 7.4 Volt (V) Volt
UN-Nummer: 3480";Dieser grau/silberne Li-Ion Akku mit einer Kapazität von 1120 mAh und einer Leistungskapazität von 8.1 Wh ist speziell für Canon Kameramodelle wie die 700D, 650D, Rebel T4i, EOS 550D, Rebel T5i und 600d konzipiert. Mit einer Spannung von 7.4 Volt und den Maßen 7 cm x 18 cm x 2 cm wiegt er nur 50 Gramm. Im Lieferumfang ist ein LP-E8 Akku enthalten.;gpt-4
246740;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Breite: 1.5 Zentimeter (cm) Zentimeter
Herstellerengagement: SBTi
Herstellerengagement: RE100
Höhe: 8.5 Zentimeter (cm) Zentimeter
Länge: 11 Zentimeter (cm) Zentimeter
Telefon Zubehörtyp: Ladeschale";Dieses Produkt ist eine Ladeschale mit den Maßen 11 cm Länge, 8.5 cm Höhe und 1.5 cm Breite. Es stammt von einem Hersteller, der sich sowohl dem SBTi- als auch dem RE100-Engagement verpflichtet hat. Dieses Telefonzubehör zeichnet sich durch seine kompakte Größe und sein nachhaltiges Herstellungsversprechen aus.;gpt-4
247340;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Artikel pro Verkaufseinheit: 1 Stück (Stück) Stück
Batteriekategorie: Gerätebatterien
Gewicht: 134 Gramm (g) Gramm
Herstellerengagement: SBTi
Kompatible Headsetmodelle: Poly Savi W740-M
Kompatible Headsetmodelle: Poly Savi W710
Kompatible Headsetmodelle: Poly Savi W720
Kompatible Headsetmodelle: Poly CS540
Kompatible Headsetmodelle: Poly Savi W730
Kompatible Headsetmodelle: Poly Savi W745
Kompatible Headsetmodelle: Poly CS520
Sprechgarnitur Zubehörtyp: Adapter
Ursprungsland: China";Dieser Adapter ist ein Sprechgarnitur-Zubehör für verschiedene Poly Savi und Poly CS Headsetmodelle. Mit einem Gewicht von 134 Gramm stammt das Produkt aus China und fällt in die Kategorie der Gerätebatterien. Zudem ist der Hersteller im Rahmen des SBTi-Engagements an nachhaltigen Geschäftspraktiken beteiligt.;gpt-4
248360;"Bitte gib eine Produktzusammenfassung in maximal drei Sätzen. Konzentriere dich dabei auf die technischen Eigenschaften und Funktionen des Produkts.

Artikel pro Verkaufseinheit: 1 Anzahl (x) Anzahl
Batterie / Akku: Batterie
Batterie Anwendung: Knopfzellen
Batterie- / Akkutyp: Li
Batteriebaugrösse: CR1616
Batteriekategorie: Knopfzellen
Deklarationspflichtige Batterie (nicht erfassen / mappen): Ja
Durchmesser: 1.6 Millimeter (mm) Millimeter
Gewicht: 1 Gramm (g) Gramm
Höhe: 0.16 Zentimeter (cm) Zentimeter
Spannung: 3 Volt (V) Volt
UN-Nummer: 3090
Wiederaufladbar: Nein";Dieses Produkt ist eine nicht wiederaufladbare Lithium-Knopfzelle mit der Baugröße CR1616. Mit einem Durchmesser von 1,6 mm, einer Höhe von 0,16 cm und einem Gewicht von 1 g, liefert diese Batterie eine Spannung von 3 Volt. Es handelt sich um eine deklarationspflichtige Batterie mit der UN-Nummer 3090.;gpt-4
